Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	BTO:0006208	IAO:0000115	The outermost layer of trophoblast, produced by cytotrophoblast where there is direct contact with maternal decidua rather than blood. The EVT cells travel into the decidua, reacting with NK cells and invading maternal blood vessels feeding the placenta, softening the walls and replacing the lining with fetal tissue, a process called conversion.	
ERROR	duplicate_definition	BTO:0005401	IAO:0000115	The murine placenta consists of two main fetally derived compartments: the labyrinthine zone and the junctional zone.	
ERROR	duplicate_definition	BTO:0005404	IAO:0000115	The murine placenta consists of two main fetally derived compartments: the labyrinthine zone and the junctional zone.	
ERROR	duplicate_definition	BTO:0001182	IAO:0000115	The main root of a plant is called the primary root; others are called secondary roots.	
ERROR	duplicate_definition	BTO:0001183	IAO:0000115	The main root of a plant is called the primary root; others are called secondary roots.	
ERROR	duplicate_definition	BTO:0005207	IAO:0000115	The left and right middle cerebral arteries rise from trifurcations of the internal carotid arteries and thus are connected to the anterior cerebral arteries and the posterior communicating arteries, which connect to the posterior cerebral arteries.	
ERROR	duplicate_definition	BTO:0005208	IAO:0000115	The left and right middle cerebral arteries rise from trifurcations of the internal carotid arteries and thus are connected to the anterior cerebral arteries and the posterior communicating arteries, which connect to the posterior cerebral arteries.	
ERROR	duplicate_definition	BTO:0005188	IAO:0000115	The kidney of the channel catfish is completely separated into the head and trunk kidneys. The head kidney is involved in endocrine and hemopoietic functions and the trunk kidney functions primarily as part of the excretory system.	
ERROR	duplicate_definition	BTO:0005189	IAO:0000115	The kidney of the channel catfish is completely separated into the head and trunk kidneys. The head kidney is involved in endocrine and hemopoietic functions and the trunk kidney functions primarily as part of the excretory system.	
ERROR	duplicate_definition	BTO:0005402	IAO:0000115	The junctional zone of the mouse placenta consists of two main trophoblast populations, spongiotrophoblasts and glycogen cells (GCs), but the development and function of both cell types are unknown.	
ERROR	duplicate_definition	BTO:0005403	IAO:0000115	The junctional zone of the mouse placenta consists of two main trophoblast populations, spongiotrophoblasts and glycogen cells (GCs), but the development and function of both cell types are unknown.	
ERROR	duplicate_definition	BTO:0004341	IAO:0000115	The insular cortex has regions of variable cell structure or cytoarchitecture, changing from granular in the posterior portion to agranular in the anterior portion.	
ERROR	duplicate_definition	BTO:0004342	IAO:0000115	The insular cortex has regions of variable cell structure or cytoarchitecture, changing from granular in the posterior portion to agranular in the anterior portion.	
ERROR	duplicate_definition	BTO:0000512	IAO:0000115	The immature reproductive cell prior to fertilization; it is derived from an oogonium, and is called a primary oocyte prior to completion of the first maturation division, and a secondary oocyte between the first and second maturation division.	
ERROR	duplicate_definition	BTO:0000964	IAO:0000115	The immature reproductive cell prior to fertilization; it is derived from an oogonium, and is called a primary oocyte prior to completion of the first maturation division, and a secondary oocyte between the first and second maturation division.	
ERROR	duplicate_definition	BTO:0003094	IAO:0000115	The immature reproductive cell prior to fertilization; it is derived from an oogonium, and is called a primary oocyte prior to completion of the first maturation division, and a secondary oocyte between the first and second maturation division.	
ERROR	duplicate_definition	BTO:0001430	IAO:0000115	The human breast epithelium is a branching ductal system composed of an inner layer of polarized luminal epithelial cells and an outer layer of myoepithelial cells that terminate in distally located terminal duct lobular units (TDLUs).	
ERROR	duplicate_definition	BTO:0002311	IAO:0000115	The human breast epithelium is a branching ductal system composed of an inner layer of polarized luminal epithelial cells and an outer layer of myoepithelial cells that terminate in distally located terminal duct lobular units (TDLUs).	
ERROR	duplicate_definition	BTO:0005437	IAO:0000115	The human breast epithelium is a branching ductal system composed of an inner layer of polarized luminal epithelial cells and an outer layer of myoepithelial cells that terminate in distally located terminal duct lobular units (TDLUs).	
ERROR	duplicate_definition	BTO:0003509	IAO:0000115	The head-foot is the part you see most easily in slugs and snails. It is mostly a muscular organ covered in cilia and rich in mucous cells, which the mollusc uses to move around, it normally tapers to a tail at one end and has a head incorporated in the front. The head includes a mouth, eyes and tentacles, the last two may be much reduced or even absent. In those species with shells the head-foot can be drawn into the shell.	
ERROR	duplicate_definition	BTO:0005705	IAO:0000115	The head-foot is the part you see most easily in slugs and snails. It is mostly a muscular organ covered in cilia and rich in mucous cells, which the mollusc uses to move around, it normally tapers to a tail at one end and has a head incorporated in the front. The head includes a mouth, eyes and tentacles, the last two may be much reduced or even absent. In those species with shells the head-foot can be drawn into the shell.	
ERROR	duplicate_definition	BTO:0003662	IAO:0000115	The fish catecholamines originate in two large aggregations of neurons: the nucleus recessus lateralis (NRL) and the nucleus recessus posterioris (NRP). The nuclei were found in the hypothalamus of numerous species, e.g., the gold fish, eel, and roach.	
ERROR	duplicate_definition	BTO:0003663	IAO:0000115	The fish catecholamines originate in two large aggregations of neurons: the nucleus recessus lateralis (NRL) and the nucleus recessus posterioris (NRP). The nuclei were found in the hypothalamus of numerous species, e.g., the gold fish, eel, and roach.	
ERROR	duplicate_definition	BTO:0004345	IAO:0000115	The entorhinal cortex (EC) is an important memory center in the brain. In rodents, the EC is located at the caudal end of the temporal lobe. In primates it is located at the rostral end of the temporal lobe and stretches dorsolaterally. It is usually divided into medial and lateral regions with three bands with distinct properties and connectivity running perpendicular across the whole area.	
ERROR	duplicate_definition	BTO:0004346	IAO:0000115	The entorhinal cortex (EC) is an important memory center in the brain. In rodents, the EC is located at the caudal end of the temporal lobe. In primates it is located at the rostral end of the temporal lobe and stretches dorsolaterally. It is usually divided into medial and lateral regions with three bands with distinct properties and connectivity running perpendicular across the whole area.	
ERROR	duplicate_definition	BTO:0004347	IAO:0000115	The entorhinal cortex (EC) is an important memory center in the brain. In rodents, the EC is located at the caudal end of the temporal lobe. In primates it is located at the rostral end of the temporal lobe and stretches dorsolaterally. It is usually divided into medial and lateral regions with three bands with distinct properties and connectivity running perpendicular across the whole area.	
ERROR	duplicate_definition	BTO:0004293	IAO:0000115	The endothelium, the layer of flat cells lining the closed spaces of the body such as the heart.	
ERROR	duplicate_definition	BTO:0004294	IAO:0000115	The endothelium, the layer of flat cells lining the closed spaces of the body such as the heart.	
ERROR	duplicate_definition	BTO:0005841	IAO:0000115	The electric eel has three pairs of abdominal organs that produce electricity: the main organ, the Hunter's organ, and the Sach's organ. These organs are made of electrocytes, lined up so a current of ions can flow through them and stacked so each one adds to a potential difference. The Sach's organ is associated with electrolocation. Inside the organ are many muscle-like cells, called electrocytes. Each cell can only produce 0.15 V, though the organ can transmit a signal of nearly 10 V overall in amplitude at around 25 Hz in frequency. These signals are emitted by the main organ; the Hunter's organ can emit signals at rates of several hundred hertz.	
ERROR	duplicate_definition	BTO:0005842	IAO:0000115	The electric eel has three pairs of abdominal organs that produce electricity: the main organ, the Hunter's organ, and the Sach's organ. These organs are made of electrocytes, lined up so a current of ions can flow through them and stacked so each one adds to a potential difference. The Sach's organ is associated with electrolocation. Inside the organ are many muscle-like cells, called electrocytes. Each cell can only produce 0.15 V, though the organ can transmit a signal of nearly 10 V overall in amplitude at around 25 Hz in frequency. These signals are emitted by the main organ; the Hunter's organ can emit signals at rates of several hundred hertz.	
ERROR	duplicate_definition	BTO:0002675	IAO:0000115	The Drosophila mushroom bodies (MBs), paired brain structures composed of vertical and medial lobes, achieve their final organization at metamorphosis.	
ERROR	duplicate_definition	BTO:0002676	IAO:0000115	The Drosophila mushroom bodies (MBs), paired brain structures composed of vertical and medial lobes, achieve their final organization at metamorphosis.	
ERROR	duplicate_definition	BTO:0002677	IAO:0000115	The Drosophila mushroom bodies (MBs), paired brain structures composed of vertical and medial lobes, achieve their final organization at metamorphosis.	
ERROR	duplicate_definition	BTO:0002643	IAO:0000115	The cortical collecting ducts receive filtrate from multiple initial collecting tubules and descend into the renal medulla to form medullary collecting ducts.	
ERROR	duplicate_definition	BTO:0004537	IAO:0000115	The cortical collecting ducts receive filtrate from multiple initial collecting tubules and descend into the renal medulla to form medullary collecting ducts.	
ERROR	duplicate_definition	BTO:0005893	IAO:0000115	The ciliary epithelium is composed of two layers juxtaposed, the proximal pigmented epithelium and the distal nonpigmented epithelium.	
ERROR	duplicate_definition	BTO:0005894	IAO:0000115	The ciliary epithelium is composed of two layers juxtaposed, the proximal pigmented epithelium and the distal nonpigmented epithelium.	
ERROR	duplicate_definition	BTO:0006181	IAO:0000115	The buffy coat is the fraction of an anticoagulated blood sample that contains most of the white blood cells and platelets following density gradient centrifugation of the blood.	
ERROR	duplicate_definition	BTO:0006185	IAO:0000115	The buffy coat is the fraction of an anticoagulated blood sample that contains most of the white blood cells and platelets following density gradient centrifugation of the blood.	
ERROR	duplicate_definition	BTO:0005085	IAO:0000115	The artery that serves blood to the penis. It subdivides into three arteries, the bulbourethral artery, the dorsal artery of the penis and the cavernosal artery.	
ERROR	duplicate_definition	BTO:0005086	IAO:0000115	The artery that serves blood to the penis. It subdivides into three arteries, the bulbourethral artery, the dorsal artery of the penis and the cavernosal artery.	
ERROR	duplicate_definition	BTO:0005088	IAO:0000115	The artery that serves blood to the penis. It subdivides into three arteries, the bulbourethral artery, the dorsal artery of the penis and the cavernosal artery.	
ERROR	duplicate_definition	BTO:0002000	IAO:0000115	Tartrate-resistant acid phosphatase (TRAP) and alkaline phosphatase (ALP) double-positive cell lines (CCP-2, CCP-7, CCP-8) from hamster bone marrow.	
ERROR	duplicate_definition	BTO:0002001	IAO:0000115	Tartrate-resistant acid phosphatase (TRAP) and alkaline phosphatase (ALP) double-positive cell lines (CCP-2, CCP-7, CCP-8) from hamster bone marrow.	
ERROR	duplicate_definition	BTO:0002002	IAO:0000115	Tartrate-resistant acid phosphatase (TRAP) and alkaline phosphatase (ALP) double-positive cell lines (CCP-2, CCP-7, CCP-8) from hamster bone marrow.	
ERROR	duplicate_definition	BTO:0004773	IAO:0000115	Tanaka et al have reported that a culture of mouse blastocysts or early postimplantation trophoblasts in the presence of FGF-4 permits the isolation of permanent trophoblast stem cell lines.	
ERROR	duplicate_definition	BTO:0004774	IAO:0000115	Tanaka et al have reported that a culture of mouse blastocysts or early postimplantation trophoblasts in the presence of FGF-4 permits the isolation of permanent trophoblast stem cell lines.	
ERROR	duplicate_definition	BTO:0004071	IAO:0000115	Squamous cell carcinoma of the middle ear (MESCC) is an uncommon tumor and is associated with a history of long-term chronic otitis media (COM) in most cases.	
ERROR	duplicate_definition	BTO:0004072	IAO:0000115	Squamous cell carcinoma of the middle ear (MESCC) is an uncommon tumor and is associated with a history of long-term chronic otitis media (COM) in most cases.	
ERROR	duplicate_definition	BTO:0002192	IAO:0000115	Squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002193	IAO:0000115	Squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003019	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003020	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003021	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003023	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003024	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003025	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003026	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003027	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003028	IAO:0000115	Small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0001267	IAO:0000115	Silkworm, Bombyx mori, cell line derived from ovary.	
ERROR	duplicate_definition	BTO:0001280	IAO:0000115	Silkworm, Bombyx mori, cell line derived from ovary.	
ERROR	duplicate_definition	BTO:0001717	IAO:0000115	Silkworm, Bombyx mori, cell line derived from ovary.	
ERROR	duplicate_definition	BTO:0005227	IAO:0000115	Rat XC sarcoma cell line, derived from a Rous sarcoma virus-induced Wistar strain rat tumor. XC forms syncytia when cultured in the presence of murine leukemia virus-producing mouse cells. However, one XC cell culture (designated as XC-v cells), found to produce type C virus particles, fails to form syncytia in the presence of murine leukemia virus-producing mouse cells.	
ERROR	duplicate_definition	BTO:0005229	IAO:0000115	Rat XC sarcoma cell line, derived from a Rous sarcoma virus-induced Wistar strain rat tumor. XC forms syncytia when cultured in the presence of murine leukemia virus-producing mouse cells. However, one XC cell culture (designated as XC-v cells), found to produce type C virus particles, fails to form syncytia in the presence of murine leukemia virus-producing mouse cells.	
ERROR	duplicate_definition	BTO:0001352	IAO:0000115	Rat prostate carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004587	IAO:0000115	Rat prostate carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003967	IAO:0000115	Rat osteosarcoma cell line.	
ERROR	duplicate_definition	BTO:0004012	IAO:0000115	Rat osteosarcoma cell line.	
ERROR	duplicate_definition	BTO:0001189	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0003234	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0003313	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0003565	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0003574	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0004428	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0005827	IAO:0000115	Rat hepatoma cell line.	
ERROR	duplicate_definition	BTO:0004335	IAO:0000115	Rapamycin-resistant rat hepatic cell line.	
ERROR	duplicate_definition	BTO:0004336	IAO:0000115	Rapamycin-resistant rat hepatic cell line.	
ERROR	duplicate_definition	BTO:0004337	IAO:0000115	Rapamycin-resistant rat hepatic cell line.	
ERROR	duplicate_definition	BTO:0005638	IAO:0000115	Primary myofibroblast cell culture isolated from an individual patient with idiopathic pulmonary fibrosis.	
ERROR	duplicate_definition	BTO:0005639	IAO:0000115	Primary myofibroblast cell culture isolated from an individual patient with idiopathic pulmonary fibrosis.	
ERROR	duplicate_definition	BTO:0005954	IAO:0000115	Primary human pediatric GBM line derived from previously irradiated diffuse intrinsic pontine glioma, DIPG at autopsy.	
ERROR	duplicate_definition	BTO:0005955	IAO:0000115	Primary human pediatric GBM line derived from previously irradiated diffuse intrinsic pontine glioma, DIPG at autopsy.	
ERROR	duplicate_definition	BTO:0005951	IAO:0000115	Primary human adult GBM line derived from a tumor resected at initial diagnosis at Brigham and Women's Hospital.	
ERROR	duplicate_definition	BTO:0005953	IAO:0000115	Primary human adult GBM line derived from a tumor resected at initial diagnosis at Brigham and Women's Hospital.	
ERROR	duplicate_definition	BTO:0002720	IAO:0000115	PEL cell line carrying the Epstain-Barr virus (EBV) infection.	
ERROR	duplicate_definition	BTO:0002721	IAO:0000115	PEL cell line carrying the Epstain-Barr virus (EBV) infection.	
ERROR	duplicate_definition	BTO:0002723	IAO:0000115	PEL cell line carrying the Epstain-Barr virus (EBV) infection.	
ERROR	duplicate_definition	BTO:0002724	IAO:0000115	PEL cell line carrying the Epstain-Barr virus (EBV) infection.	
ERROR	duplicate_definition	BTO:0002726	IAO:0000115	PEL cell line carrying the Epstain-Barr virus (EBV) infection.	
ERROR	duplicate_definition	BTO:0005469	IAO:0000115	Parental and gemcitabine resistant pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0005470	IAO:0000115	Parental and gemcitabine resistant pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0005471	IAO:0000115	Parental and gemcitabine resistant pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0005486	IAO:0000115	Parental and gemcitabine resistant pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0005487	IAO:0000115	Parental and gemcitabine resistant pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0006423	IAO:0000115	Ovary cell line, derived from pupal ovaries of Heliothis zea.	
ERROR	duplicate_definition	BTO:0006424	IAO:0000115	Ovary cell line, derived from pupal ovaries of Heliothis zea.	
ERROR	duplicate_definition	BTO:0006425	IAO:0000115	Ovary cell line, derived from pupal ovaries of Heliothis zea.	
ERROR	duplicate_definition	BTO:0006426	IAO:0000115	Ovary cell line, derived from pupal ovaries of Heliothis virescens.	
ERROR	duplicate_definition	BTO:0006427	IAO:0000115	Ovary cell line, derived from pupal ovaries of Heliothis virescens.	
ERROR	duplicate_definition	BTO:0005122	IAO:0000115	Ovarian cysts are small fluid-filled sacs that develop in a woman's ovaries.	
ERROR	duplicate_definition	BTO:0005123	IAO:0000115	Ovarian cysts are small fluid-filled sacs that develop in a woman's ovaries.	
ERROR	duplicate_definition	BTO:0003942	IAO:0000115	Ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0003943	IAO:0000115	Ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0002177	IAO:0000115	Osteosarcoma cell line.	
ERROR	duplicate_definition	BTO:0002648	IAO:0000115	Osteosarcoma cell line.	
ERROR	duplicate_definition	BTO:0003720	IAO:0000115	Oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003721	IAO:0000115	Oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003722	IAO:0000115	Oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004588	IAO:0000115	Oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004589	IAO:0000115	Oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006082	IAO:0000115	Oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004258	IAO:0000115	One of a remarkable group of tumors that originate in cells from the primitive neural crest and share the same reciprocal translocation between chromosomes 11 and 22 and the same patterns of biochemical and oncogene expression. Some primitive neuroectodermal tumors (PNETs) occur in the brain while others (the peripheral PNETs) occur in sites outside the brain such as in the extremities, pelvis, and the chest wall.	
ERROR	duplicate_definition	BTO:0004261	IAO:0000115	One of a remarkable group of tumors that originate in cells from the primitive neural crest and share the same reciprocal translocation between chromosomes 11 and 22 and the same patterns of biochemical and oncogene expression. Some primitive neuroectodermal tumors (PNETs) occur in the brain while others (the peripheral PNETs) occur in sites outside the brain such as in the extremities, pelvis, and the chest wall.	
ERROR	duplicate_definition	BTO:0002397	IAO:0000115	Normal prostatic epithelium is composed of basal and luminal cells.	
ERROR	duplicate_definition	BTO:0005555	IAO:0000115	Normal prostatic epithelium is composed of basal and luminal cells.	
ERROR	duplicate_definition	BTO:0005556	IAO:0000115	Normal prostatic epithelium is composed of basal and luminal cells.	
ERROR	duplicate_definition	BTO:0004437	IAO:0000115	Normal human ovarian surface epithelial cell line.	
ERROR	duplicate_definition	BTO:0004614	IAO:0000115	Normal human ovarian surface epithelial cell line.	
ERROR	duplicate_definition	BTO:0003185	IAO:0000115	Normal human dermal fibroblast cell line.	
ERROR	duplicate_definition	BTO:0003254	IAO:0000115	Normal human dermal fibroblast cell line.	
ERROR	duplicate_definition	BTO:0004127	IAO:0000115	Normal human breast cell line.	
ERROR	duplicate_definition	BTO:0004865	IAO:0000115	Normal human breast cell line.	
ERROR	duplicate_definition	BTO:0003255	IAO:0000115	Normal Dictyostelium amoebal cell line.	
ERROR	duplicate_definition	BTO:0005019	IAO:0000115	Normal Dictyostelium amoebal cell line.	
ERROR	duplicate_definition	BTO:0003900	IAO:0000115	Normal breast epithelial cell line.	
ERROR	duplicate_definition	BTO:0006015	IAO:0000115	Normal breast epithelial cell line.	
ERROR	duplicate_definition	BTO:0004153	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0004154	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0004155	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0004156	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0004157	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0004158	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0004159	IAO:0000115	Non-small cell lung cancer cell line; established from tissue or pleural effusion of Japanese patients with advanced NSCLC.	
ERROR	duplicate_definition	BTO:0003004	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003005	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003006	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003007	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003008	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003009	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003011	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003012	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003013	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003014	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003017	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003018	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0003029	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0004160	IAO:0000115	Non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0004077	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004079	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004080	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004081	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004082	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004083	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004085	IAO:0000115	Non-small cell lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004931	IAO:0000115	Niemann-Pick type A dermal fibroblast cell line.	
ERROR	duplicate_definition	BTO:0005285	IAO:0000115	Niemann-Pick type A dermal fibroblast cell line.	
ERROR	duplicate_definition	BTO:0002609	IAO:0000115	Neuroglia tissue made up of astrocytes.	
ERROR	duplicate_definition	BTO:0003852	IAO:0000115	Neuroglia tissue made up of astrocytes.	
ERROR	duplicate_definition	BTO:0002881	IAO:0000115	Neural stem cells are the multipotent stem cells that generate nerve cells. However, since the early 1990s, neural stem cells have been isolated from the adult brain as well as fetal brain tissues. Stem cells in the adult brain are found in the areas called the subventricular zone and the ventricle zone. Another location of brain stem cells occurs in the hippocampus, a special structure of the cerebral cortex related to memory function. Stem cells isolated from these areas are able to divide and to give rise to nerve cells and neuron-supporting cell types in culture.	
ERROR	duplicate_definition	BTO:0004091	IAO:0000115	Neural stem cells are the multipotent stem cells that generate nerve cells. However, since the early 1990s, neural stem cells have been isolated from the adult brain as well as fetal brain tissues. Stem cells in the adult brain are found in the areas called the subventricular zone and the ventricle zone. Another location of brain stem cells occurs in the hippocampus, a special structure of the cerebral cortex related to memory function. Stem cells isolated from these areas are able to divide and to give rise to nerve cells and neuron-supporting cell types in culture.	
ERROR	duplicate_definition	BTO:0003454	IAO:0000115	Myelocytes are further distinguished according to the type of granules that develop, i.e., neutrophilic myelocyte (60%), eosinophilic myelocyte, basophilic myelocyte (3%).	
ERROR	duplicate_definition	BTO:0003455	IAO:0000115	Myelocytes are further distinguished according to the type of granules that develop, i.e., neutrophilic myelocyte (60%), eosinophilic myelocyte, basophilic myelocyte (3%).	
ERROR	duplicate_definition	BTO:0003456	IAO:0000115	Myelocytes are further distinguished according to the type of granules that develop, i.e., neutrophilic myelocyte (60%), eosinophilic myelocyte, basophilic myelocyte (3%).	
